City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
230,mehekar,20.15,76.5667,36.860000000000014,22,100,4.7,IN,2024-04-22
231,vanimo,-2.6741,141.3028,26.939999999999998,80,98,2.64,PG,2024-04-22
232,dangriga,16.9692,-88.2321,26.340000000000032,84,7,4.46,BZ,2024-04-22
233,la'ie,21.6477,-157.9253,23.980000000000018,75,43,4.02,US,2024-04-22
234,sisimiut,66.9395,-53.6735,1.830000000000041,77,100,5.81,GL,2024-04-22
235,mount pearl,47.5166,-52.7813,5.640000000000043,96,100,2.57,CA,2024-04-22
236,kedrovyy,56.1667,91.8167,1.0400000000000205,85,100,5.9,RU,2024-04-22
237,pandan,14.0453,124.1694,27.720000000000027,84,20,4.61,PH,2024-04-22
238,soufriere,13.8562,-61.0566,28.27000000000004,74,40,10.29,LC,2024-04-22
239,mount isa,-20.7333,139.5,16.870000000000005,67,32,3.09,AU,2024-04-22
240,cruzeiro do sul,-29.5128,-51.9853,20.840000000000032,93,98,1.24,BR,2024-04-22
241,thongwa,16.7619,96.5278,36.09000000000003,61,12,7.67,MM,2024-04-22
242,chonchi,-42.6128,-73.8092,6.730000000000018,94,100,0.93,CL,2024-04-22
243,arauquita,7.0292,-71.4281,22.590000000000032,97,100,1.3,CO,2024-04-22
244,qarqaraly,49.4058,75.4742,19.220000000000027,43,36,6.84,KZ,2024-04-22
245,geraldton,-28.7667,114.6,21.230000000000018,73,64,10.8,AU,2024-04-22
246,argo,37.6333,22.7333,20.79000000000002,50,96,3.87,GR,2024-04-22
247,ferkessedougou,9.6,-5.2,35.01000000000005,38,88,1.42,CI,2024-04-22
248,lakhyabad,23.6667,86.6667,39.74000000000001,14,97,7.46,IN,2024-04-22
249,vila franca do campo,37.7167,-25.4333,18.27000000000004,99,100,2.32,PT,2024-04-22
250,kulhudhuffushi,6.6221,73.07,30.24000000000001,74,75,4.01,MV,2024-04-22
251,nema,57.5067,50.5011,20.810000000000002,46,100,5.88,RU,2024-04-22
252,pierre,44.3683,-100.351,9.04000000000002,63,0,2.57,US,2024-04-22
253,dudinka,69.4058,86.1778,-13.509999999999991,88,90,0.89,RU,2024-04-22
254,bacsalmas,46.1265,19.3326,10.230000000000018,59,90,2.52,HU,2024-04-22
255,paratinga,-12.6906,-43.1842,26.150000000000034,66,53,1.77,BR,2024-04-22
256,galle,6.0367,80.217,30.32000000000005,71,95,4.67,LK,2024-04-22
257,port douglas,-16.4833,145.4667,23.840000000000032,70,63,4.66,AU,2024-04-22
258,kapit,2.0167,112.9333,26.25,93,99,0.46,MY,2024-04-22
259,guarapari,-20.6667,-40.4975,23.720000000000027,68,0,0.81,BR,2024-04-22
260,lockwood,45.8191,-108.4149,6.340000000000032,37,20,3.6,US,2024-04-22
261,khandyga,62.6667,135.6,-1.2699999999999818,95,27,1.06,RU,2024-04-22
262,santyoku,37.4406,129.1708,12.090000000000032,86,21,2.62,KR,2024-04-22
263,busayra,30.7376,35.6078,22.720000000000027,17,5,3.18,JO,2024-04-22
264,porto belo,-27.1578,-48.5531,22.05000000000001,100,6,2.44,BR,2024-04-22
265,hauterive,46.0901,3.4459,9.420000000000016,56,70,5.37,FR,2024-04-22
266,portomaggiore,44.6985,11.8068,11.660000000000025,91,100,8.05,IT,2024-04-22
267,zhangjiajie,29.1294,110.4783,17.27000000000004,96,100,0.82,CN,2024-04-22
268,el calafate,-50.3408,-72.2768,1.660000000000025,73,8,2.57,AR,2024-04-22
269,homosassa springs,28.8036,-82.5759,18.120000000000005,84,40,2.57,US,2024-04-22
270,kodiak,57.79,-152.4072,2.730000000000018,93,100,1.54,US,2024-04-22
271,cabo san lucas,22.8909,-109.9124,23.200000000000045,57,0,1.34,MX,2024-04-22
272,puerto armuelles,8.2833,-82.8667,24.49000000000001,90,72,1.79,PA,2024-04-22
273,pamekasan,-7.1568,113.4746,26.660000000000025,87,100,3.27,ID,2024-04-22
274,haiku-pauwela,20.9219,-156.3051,20.700000000000045,88,75,5.66,US,2024-04-22
275,nanga eboko,4.6833,12.3667,27.32000000000005,80,99,1.79,CM,2024-04-22
276,metlili chaamba,32.2667,3.6333,18.52000000000004,26,0,6.69,DZ,2024-04-22
277,kavaratti,10.5669,72.642,30.390000000000043,72,18,2.63,IN,2024-04-22
278,bonthe,7.5264,-12.505,27.700000000000045,82,98,2.79,SL,2024-04-22
279,mont-joli,48.5839,-68.1921,-6.279999999999973,58,75,9.77,CA,2024-04-22
280,mata-utu,-13.2816,-176.1745,29.350000000000023,76,94,2.57,WF,2024-04-22
281,blenheim,-41.516,173.9528,5.850000000000023,94,70,1.55,NZ,2024-04-22
282,betioky,-23.7167,44.3833,34.35000000000002,19,0,1.58,MG,2024-04-22
283,afaahiti,-17.75,-149.2833,23.930000000000007,85,87,5.58,PF,2024-04-22
284,howard springs,-12.497,131.047,25.950000000000045,84,45,1.51,AU,2024-04-22
285,bandarbeyla,9.4942,50.8122,30.360000000000014,59,100,4.74,SO,2024-04-22
286,dunedin,-45.8742,170.5036,9.330000000000041,76,23,2.24,NZ,2024-04-22
287,xylokastro,38.0776,22.6317,21.860000000000014,58,100,5.54,GR,2024-04-22
288,kourou,5.1552,-52.6478,25.03000000000003,90,100,1.84,GF,2024-04-22
289,korla,41.7597,86.1469,26.379999999999995,14,30,3.87,CN,2024-04-22
290,brisas de zicatela,15.8369,-97.0419,26.30000000000001,64,22,1.09,MX,2024-04-22
291,pacific grove,36.6177,-121.9166,13.010000000000048,91,0,1.34,US,2024-04-22
292,bardai,11.65,7.2333,37.26000000000005,21,82,2.59,NG,2024-04-22
293,nakasongola,1.3089,32.4564,30.340000000000032,44,85,1.95,UG,2024-04-22
294,kolosovka,56.4678,73.611,12.230000000000018,43,29,8.14,RU,2024-04-22
295,shengli,37.4564,118.4856,21.180000000000007,49,100,4.95,CN,2024-04-22
296,hamamatsu,34.7,137.7333,19.960000000000036,74,100,3.57,JP,2024-04-22
297,maceio,-9.6658,-35.7353,27.689999999999998,94,20,1.03,BR,2024-04-22
298,tirebolu,41.0069,38.8139,17.24000000000001,74,15,1.93,TR,2024-04-22
299,borodulikha,50.7184,80.9295,20.129999999999995,19,20,7.86,KZ,2024-04-22
300,xai-xai,-25.0519,33.6442,31.160000000000025,40,2,4.47,MZ,2024-04-22
301,mutuali,-14.8706,37.0044,30.5,46,3,0.71,MZ,2024-04-22
302,hats'avan,39.4641,45.9705,16.920000000000016,40,48,1.14,AM,2024-04-22
303,buka,40.8108,69.1986,28.720000000000027,29,74,4.69,UZ,2024-04-22
304,ceeldheer,3.8488,47.1806,33.410000000000025,51,96,3.63,SO,2024-04-22
305,sesheke,-17.4759,24.2968,33.06,14,3,2.93,ZM,2024-04-22
306,cadale,2.7603,46.3222,30.620000000000005,65,98,6.46,SO,2024-04-22
307,bani walid,31.7566,13.9942,23.510000000000048,44,100,3.46,LY,2024-04-22
308,laela,-8.5667,32.05,23.410000000000025,67,28,2.53,TZ,2024-04-22
309,kut chap,17.4257,102.5669,38.879999999999995,17,24,1.89,TH,2024-04-22
310,nyurba,63.2842,118.3319,0.6400000000000432,100,100,1.42,RU,2024-04-22
311,mooroopna,-36.4,145.35,15.100000000000023,38,3,1.48,AU,2024-04-22
312,as sulayyil,20.4607,45.5779,38.14000000000004,7,0,4.09,SA,2024-04-22
313,kununurra,-15.7667,128.7333,22.99000000000001,68,5,0.0,AU,2024-04-22
314,punta arenas,-53.15,-70.9167,5.060000000000002,81,75,5.66,CL,2024-04-22
